$atleast,>d,$done_percent,<ep,$learning_curve,<np,$nprod,$optimism,$pomposity,$productivity_exp,$productivity_new,$r,$to,$ts,>dom
0.8,100,2.26,8.34,78.53,26.66,3.88,76.28,41.91,1.75,0.89,314.67,81.63,43.36,0.48
4.42,0.5,4.84,9,28.19,26,4.46,17.66,40.73,1.22,0.56,661.04,98.03,11.39,0
4.42,100,4.84,9.92,28.19,25.08,4.46,17.66,40.73,1.22,0.56,561.04,98.03,11.39,0.45
1.51,0.43,6.1,3,13.67,19,9.67,82.71,49.54,5.94,0.81,648.95,61.69,86.12,0.04
1.51,100,6.1,4.39,13.67,17.61,9.67,82.71,49.54,5.94,0.81,548.95,61.69,86.12,0.66
4.38,0.27,0.75,3,73.98,28,4.65,89.89,85.68,4.86,0.08,478.39,80.76,4.83,0
4.38,78.48,0.75,3.38,73.98,27.62,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.31
4.38,78.48,0.75,3.76,73.98,27.24,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.32
4.38,78.48,0.75,4.13,73.98,26.87,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.31
4.38,78.48,0.75,4.5,73.98,26.5,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.34
4.38,78.48,0.75,4.86,73.98,26.14,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.35
4.38,78.48,0.75,5.22,73.98,25.78,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.32
4.38,78.48,0.75,5.57,73.98,25.43,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.28
4.38,78.48,0.75,5.92,73.98,25.08,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.35
4.38,78.48,0.75,6.27,73.98,24.73,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.25
4.38,78.48,0.75,6.6,73.98,24.4,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.3
4.38,78.48,0.75,6.94,73.98,24.06,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.34
4.38,78.48,0.75,7.27,73.98,23.73,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.36
4.38,78.48,0.75,7.59,73.98,23.41,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.38
4.38,78.48,0.75,7.91,73.98,23.09,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.36
4.38,78.48,0.75,8.23,73.98,22.77,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.38
4.38,78.48,0.75,8.54,73.98,22.46,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.28
4.38,78.48,0.75,8.85,73.98,22.15,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.34
4.38,78.48,0.75,9.15,73.98,21.85,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.32
4.38,78.48,0.75,9.45,73.98,21.55,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.37
4.38,78.48,0.75,9.75,73.98,21.25,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.37
4.38,78.48,0.75,10.04,73.98,20.96,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.35
4.38,78.48,0.75,10.33,73.98,20.67,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.39
4.38,78.48,0.75,10.61,73.98,20.39,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.36
4.38,78.48,0.75,10.89,73.98,20.11,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.33
4.38,78.48,0.75,11.17,73.98,19.83,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.42
4.38,78.48,0.75,11.44,73.98,19.56,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.34
4.38,78.48,0.75,11.71,73.98,19.29,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.39
4.38,78.48,0.75,11.97,73.98,19.03,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.42
4.38,78.48,0.75,12.23,73.98,18.77,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.46
4.38,78.48,0.75,12.23,73.98,18.77,4.65,89.89,85.68,4.86,0.08,400.18,80.76,4.83,0.39
3.64,0.27,2.01,6,29.03,25,1.93,44.8,89.45,4.4,1,88.88,94.69,45.53,0
3.64,99.47,2.01,6.86,29.03,24.14,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.57
3.64,99.47,2.01,7.72,29.03,23.28,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.57
3.64,99.47,2.01,8.55,29.03,22.45,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.57
3.64,99.47,2.01,9.36,29.03,21.64,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.49
3.64,99.47,2.01,10.13,29.03,20.87,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.52
3.64,99.47,2.01,10.87,29.03,20.13,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.62
3.64,99.47,2.01,11.59,29.03,19.41,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.73
3.64,99.47,2.01,12.29,29.03,18.71,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.61
3.64,99.47,2.01,12.96,29.03,18.04,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.54
3.64,99.47,2.01,13.6,29.03,17.4,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.7
3.64,99.47,2.01,14.22,29.03,16.78,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.66
3.64,99.47,2.01,14.82,29.03,16.18,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.66
3.64,99.47,2.01,15.4,29.03,15.6,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.66
3.64,99.47,2.01,15.96,29.03,15.04,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.63
3.64,99.47,2.01,16.49,29.03,14.51,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.61
3.64,99.47,2.01,17.01,29.03,13.99,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.6
3.64,99.47,2.01,17.51,29.03,13.49,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.68
3.64,99.47,2.01,17.99,29.03,13.01,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.67
3.64,99.47,2.01,18.46,29.03,12.54,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.65
3.64,99.47,2.01,18.91,29.03,12.09,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.67
3.64,99.47,2.01,19.34,29.03,11.66,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.64
3.64,99.47,2.01,19.75,29.03,11.25,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.73
3.64,99.47,2.01,20.16,29.03,10.84,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.63
3.64,99.47,2.01,20.54,29.03,10.46,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.67
3.64,99.47,2.01,20.92,29.03,10.08,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.7
3.64,99.47,2.01,21.28,29.03,9.72,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.63
3.64,99.47,2.01,21.62,29.03,9.38,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.75
3.64,99.47,2.01,21.96,29.03,9.04,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.7
3.64,99.47,2.01,22.28,29.03,8.72,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.71
3.64,99.47,2.01,22.28,29.03,8.72,1.93,44.8,89.45,4.4,1,0,94.69,45.53,0.67
4.77,0.05,4.39,1,47.27,19,7.96,76.66,49.44,9.78,0.97,813,7.43,48.73,0.08
4.77,100,4.39,1.4,47.27,18.6,7.96,76.66,49.44,9.78,0.97,713,7.43,48.73,0.75
7.53,0.99,6.59,5,85.88,25,4.64,27.68,45.75,8.83,0.39,152.05,2,62.18,0.01
7.53,100,6.59,5.29,85.88,24.71,4.64,27.68,45.75,8.83,0.39,52.05,2,62.18,0.59
9.4,0.89,8.49,8,30.49,9,6.51,6.36,93.45,5.92,0.03,740.97,66,67.9,0.17
9.4,100,8.49,8.3,30.49,8.7,6.51,6.36,93.45,5.92,0.03,640.97,66,67.9,0.95
5.34,0.16,5.35,4,41.47,25,8.06,25.63,63.17,3.37,0.81,296.81,22.09,47.06,0.01
5.34,100,5.35,4.6,41.47,24.4,8.06,25.63,63.17,3.37,0.81,196.81,22.09,47.06,0.66
6.34,0.74,2.48,4,51.19,1,9.18,57.53,85.7,6.39,0.6,210.23,21.01,7.97,0.35
6.34,100,2.48,4.02,51.19,0.98,9.18,57.53,85.7,6.39,0.6,110.23,21.01,7.97,1
2.15,0.36,5.88,6,73,10,4.71,15.35,63.97,6.96,0.62,988.25,87.74,67.96,0.15
2.15,100,5.88,6.14,73,9.86,4.71,15.35,63.97,6.96,0.62,888.25,87.74,67.96,0.96
6.09,0.79,0.64,9,16.29,22,3.29,75.49,3.63,3.04,0.45,714.51,86.9,22.69,0.03
6.09,100,0.64,10.35,16.29,20.65,3.29,75.49,3.63,3.04,0.45,614.51,86.9,22.69,0.58
3.93,0.74,6.39,2,81.93,13,2.35,20.97,12.33,5.91,0.38,525.14,85.15,57.25,0.21
3.93,40.13,6.39,2.16,81.93,12.84,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.48
3.93,40.13,6.39,2.32,81.93,12.68,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.48
3.93,40.13,6.39,2.47,81.93,12.53,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.44
3.93,40.13,6.39,2.63,81.93,12.37,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.49
3.93,40.13,6.39,2.78,81.93,12.22,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.39
3.93,40.13,6.39,2.93,81.93,12.07,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.54
3.93,40.13,6.39,3.08,81.93,11.92,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.42
3.93,40.13,6.39,3.23,81.93,11.77,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.43
3.93,40.13,6.39,3.37,81.93,11.63,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.5
3.93,40.13,6.39,3.52,81.93,11.48,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.41
3.93,40.13,6.39,3.66,81.93,11.34,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.41
3.93,40.13,6.39,3.8,81.93,11.2,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.46
3.93,40.13,6.39,3.94,81.93,11.06,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.48
3.93,40.13,6.39,4.08,81.93,10.92,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.6
3.93,40.13,6.39,4.21,81.93,10.79,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.44
3.93,40.13,6.39,4.34,81.93,10.66,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.5
3.93,40.13,6.39,4.48,81.93,10.52,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.57
3.93,40.13,6.39,4.61,81.93,10.39,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.47
3.93,40.13,6.39,4.73,81.93,10.27,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.45
3.93,40.13,6.39,4.86,81.93,10.14,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.5
3.93,40.13,6.39,4.99,81.93,10.01,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.44
3.93,40.13,6.39,5.11,81.93,9.89,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.43
3.93,40.13,6.39,5.23,81.93,9.77,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.46
3.93,40.13,6.39,5.35,81.93,9.65,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.44
3.93,40.13,6.39,5.47,81.93,9.53,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.43
3.93,40.13,6.39,5.59,81.93,9.41,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.45
3.93,40.13,6.39,5.71,81.93,9.29,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.56
3.93,40.13,6.39,5.82,81.93,9.18,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.49
3.93,40.13,6.39,5.93,81.93,9.07,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.57
3.93,40.13,6.39,5.93,81.93,9.07,2.35,20.97,12.33,5.91,0.38,485.75,85.15,57.25,0.51
3.64,0.07,0.72,3,54.05,1,7.91,11.38,28.55,4.33,0.62,825.75,61.77,60.39,0.42
3.64,100,0.72,3.02,54.05,0.98,7.91,11.38,28.55,4.33,0.62,725.75,61.77,60.39,1
2.76,0.68,1.01,5,94.36,4,0.58,24.08,11.88,2.44,0.01,181.27,65.08,66.6,0.3
2.76,7.78,1.01,5.04,94.36,3.96,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.45
2.76,7.78,1.01,5.08,94.36,3.92,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.35
2.76,7.78,1.01,5.13,94.36,3.87,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.36
2.76,7.78,1.01,5.17,94.36,3.83,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.33
2.76,7.78,1.01,5.21,94.36,3.79,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.44
2.76,7.78,1.01,5.25,94.36,3.75,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.37
2.76,7.78,1.01,5.29,94.36,3.71,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.34
2.76,7.78,1.01,5.33,94.36,3.67,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.37
2.76,7.78,1.01,5.37,94.36,3.63,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.44
2.76,7.78,1.01,5.41,94.36,3.59,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.31
2.76,7.78,1.01,5.45,94.36,3.55,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.44
2.76,7.78,1.01,5.48,94.36,3.52,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.36
2.76,7.78,1.01,5.52,94.36,3.48,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.44
2.76,7.78,1.01,5.56,94.36,3.44,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.36
2.76,7.78,1.01,5.6,94.36,3.4,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.37
2.76,7.78,1.01,5.63,94.36,3.37,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.34
2.76,7.78,1.01,5.67,94.36,3.33,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.33
2.76,7.78,1.01,5.7,94.36,3.3,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.42
2.76,7.78,1.01,5.74,94.36,3.26,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.34
2.76,7.78,1.01,5.77,94.36,3.23,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.34
2.76,7.78,1.01,5.81,94.36,3.19,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.41
2.76,7.78,1.01,5.84,94.36,3.16,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.39
2.76,7.78,1.01,5.88,94.36,3.12,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.37
2.76,7.78,1.01,5.91,94.36,3.09,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.36
2.76,7.78,1.01,5.94,94.36,3.06,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.33
2.76,7.78,1.01,5.98,94.36,3.02,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.46
2.76,7.78,1.01,6.01,94.36,2.99,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.26
2.76,7.78,1.01,6.04,94.36,2.96,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.27
2.76,7.78,1.01,6.07,94.36,2.93,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.4
2.76,7.78,1.01,6.07,94.36,2.93,0.58,24.08,11.88,2.44,0.01,174.17,65.08,66.6,0.37
6.49,0.58,9.79,8,75.75,4,7.8,40.01,67.8,4.7,0.84,699.89,59.44,74.61,0.31
6.49,100,9.79,8.05,75.75,3.95,7.8,40.01,67.8,4.7,0.84,599.89,59.44,74.61,0.95
6.94,0.37,1.89,4,34.64,27,0.83,75.04,2.88,3.93,0.69,971.55,73.62,92.05,0
6.94,28.88,1.89,4.78,34.64,26.22,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.07
6.94,28.88,1.89,5.56,34.64,25.44,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.02
6.94,28.88,1.89,6.32,34.64,24.68,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.04
6.94,28.88,1.89,7.05,34.64,23.95,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.1
6.94,28.88,1.89,7.76,34.64,23.24,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.09
6.94,28.88,1.89,8.45,34.64,22.55,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.08
6.94,28.88,1.89,9.13,34.64,21.87,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.07
6.94,28.88,1.89,9.78,34.64,21.22,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.1
6.94,28.88,1.89,10.41,34.64,20.59,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.09
6.94,28.88,1.89,11.02,34.64,19.98,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.05
6.94,28.88,1.89,11.61,34.64,19.39,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.07
6.94,28.88,1.89,12.19,34.64,18.81,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.05
6.94,28.88,1.89,12.75,34.64,18.25,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.1
6.94,28.88,1.89,13.29,34.64,17.71,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.1
6.94,28.88,1.89,13.82,34.64,17.18,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.16
6.94,28.88,1.89,14.33,34.64,16.67,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.09
6.94,28.88,1.89,14.83,34.64,16.17,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.04
6.94,28.88,1.89,15.31,34.64,15.69,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.1
6.94,28.88,1.89,15.78,34.64,15.22,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.1
6.94,28.88,1.89,16.23,34.64,14.77,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.09
6.94,28.88,1.89,16.67,34.64,14.33,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.11
6.94,28.88,1.89,17.09,34.64,13.91,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.08
6.94,28.88,1.89,17.51,34.64,13.49,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.13
6.94,28.88,1.89,17.91,34.64,13.09,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.11
6.94,28.88,1.89,18.3,34.64,12.7,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.07
6.94,28.88,1.89,18.68,34.64,12.32,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.09
6.94,28.88,1.89,19.04,34.64,11.96,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.1
6.94,28.88,1.89,19.4,34.64,11.6,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.16
6.94,28.88,1.89,19.74,34.64,11.26,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.12
6.94,28.88,1.89,19.74,34.64,11.26,0.83,75.04,2.88,3.93,0.69,943.04,73.62,92.05,0.12
4.66,0.5,8.46,2,65.12,13,1.41,95.63,89.24,3.74,0.93,745.34,91.12,44.08,0.17
4.66,28.09,8.46,2.2,65.12,12.8,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.34
4.66,28.09,8.46,2.4,65.12,12.6,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.3
4.66,28.09,8.46,2.6,65.12,12.4,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.39
4.66,28.09,8.46,2.79,65.12,12.21,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.35
4.66,28.09,8.46,2.98,65.12,12.02,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.42
4.66,28.09,8.46,3.17,65.12,11.83,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.37
4.66,28.09,8.46,3.35,65.12,11.65,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.34
4.66,28.09,8.46,3.53,65.12,11.47,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.41
4.66,28.09,8.46,3.71,65.12,11.29,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.25
4.66,28.09,8.46,3.89,65.12,11.11,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.36
4.66,28.09,8.46,4.06,65.12,10.94,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.4
4.66,28.09,8.46,4.23,65.12,10.77,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.38
4.66,28.09,8.46,4.4,65.12,10.6,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.3
4.66,28.09,8.46,4.57,65.12,10.43,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.32
4.66,28.09,8.46,4.73,65.12,10.27,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.38
4.66,28.09,8.46,4.89,65.12,10.11,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.27
4.66,28.09,8.46,5.05,65.12,9.95,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.35
4.66,28.09,8.46,5.2,65.12,9.8,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.38
4.66,28.09,8.46,5.35,65.12,9.65,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.35
4.66,28.09,8.46,5.51,65.12,9.49,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.37
4.66,28.09,8.46,5.65,65.12,9.35,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.37
4.66,28.09,8.46,5.8,65.12,9.2,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.34
4.66,28.09,8.46,5.94,65.12,9.06,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.42
4.66,28.09,8.46,6.08,65.12,8.92,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.33
4.66,28.09,8.46,6.22,65.12,8.78,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.4
4.66,28.09,8.46,6.36,65.12,8.64,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.37
4.66,28.09,8.46,6.49,65.12,8.51,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.32
4.66,28.09,8.46,6.63,65.12,8.37,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.4
4.66,28.09,8.46,6.76,65.12,8.24,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.39
4.66,28.09,8.46,6.76,65.12,8.24,1.41,95.63,89.24,3.74,0.93,717.75,91.12,44.08,0.3
7.74,0.37,8.33,9,74.14,21,8.81,32.52,47,9.34,0.48,819.93,3.43,5.25,0
7.74,100,8.33,9.28,74.14,20.72,8.81,32.52,47,9.34,0.48,719.93,3.43,5.25,0.63
0.44,0.2,9.65,5,5.8,22,8.33,85.09,100,9.27,0.13,582.71,81.89,1.94,0.01
0.44,100,9.65,8.79,5.8,18.21,8.33,85.09,100,9.27,0.13,482.71,81.89,1.94,0.67
0.57,0.8,3.78,9,95.28,16,0.57,77.15,74.22,8.07,0.13,45.31,11.08,95.4,0.05
0.57,43.38,3.78,9.17,95.28,15.83,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.26
0.57,43.38,3.78,9.34,95.28,15.66,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.36
0.57,43.38,3.78,9.5,95.28,15.5,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.24
0.57,43.38,3.78,9.67,95.28,15.33,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.32
0.57,43.38,3.78,9.83,95.28,15.17,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.26
0.57,43.38,3.78,9.99,95.28,15.01,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.24
0.57,43.38,3.78,10.15,95.28,14.85,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.31
0.57,43.38,3.78,10.31,95.28,14.69,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.24
0.57,43.38,3.78,10.46,95.28,14.54,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.27
0.57,43.38,3.78,10.62,95.28,14.38,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.38
0.57,43.38,3.78,10.77,95.28,14.23,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.23
0.57,43.38,3.78,10.92,95.28,14.08,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.22
0.57,43.38,3.78,11.07,95.28,13.93,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.34
0.57,43.38,3.78,11.22,95.28,13.78,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.37
0.57,43.38,3.78,11.36,95.28,13.64,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.31
0.57,43.38,3.78,11.51,95.28,13.49,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.25
0.57,43.38,3.78,11.65,95.28,13.35,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.27
0.57,43.38,3.78,11.79,95.28,13.21,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.25
0.57,43.38,3.78,11.93,95.28,13.07,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.29
0.57,43.38,3.78,12.07,95.28,12.93,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.26
0.57,43.38,3.78,12.21,95.28,12.79,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.3
0.57,43.38,3.78,12.34,95.28,12.66,0.57,77.15,74.22,8.07,0.13,2.73,11.08,95.4,0.26
